CD_ESTABELECIMENTO;DSC_RAZAO_SOCIAL;NM_FANTASIA;CD_MUNICIPIO;TP_ESTABELECIMENTO;URI_MUNICIPIO
2486245;PREEITURA MUNICIPAL DE VIANA;UNIDADE BASICA ARACATIBA;3205101;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205101
2486245;PREEITURA MUNICIPAL DE VIANA;UNIDADE BASICA ARACATIBA;3205101;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205101
2628104;PREFEITURA MUNICIPAL DE IUNA;UNIDADE SANITARIA ANTONIO LAMY DE MIRANDA;3203007;Unidade Sanitária;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203007
2628104;PREFEITURA MUNICIPAL DE IUNA;UNIDADE SANITARIA ANTONIO LAMY DE MIRANDA;3203007;Unidade Sanitária;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203007
2628120;PREFEITURA MUNICIPAL DE IUNA;ESF QUILOMBO;3203007;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203007
5494745;PREFEITURA MUNICIPAL DE IUNA;ESF GUANABARA;3203007;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203007
5494745;PREFEITURA MUNICIPAL DE IUNA;ESF GUANABARA;3203007;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203007
3931110;PREFEITURA MUNICIPAL DE IUNA;ESF PITO;3203007;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203007
3931110;PREFEITURA MUNICIPAL DE IUNA;ESF PITO;3203007;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203007
2627981;PRFEITURA MUNICIPAL DE PIUMA;UNIDADE SANITARIA DE ITAPUTANGA;3204203;Unidade Sanitária;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204203
2627981;PRFEITURA MUNICIPAL DE PIUMA;UNIDADE SANITARIA DE ITAPUTANGA;3204203;Unidade Sanitária;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204203
9121714;UNIDADE SANITARIA DE ACAIACA;UNIDADE SANITARIA DE ACAIACA;3204203;Unidade Sanitária;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204203
9121714;UNIDADE SANITARIA DE ACAIACA;UNIDADE SANITARIA DE ACAIACA;3204203;Unidade Sanitária;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204203
2448424;CASA DE SAUDE SANTA MARIA S A;CASA DE SAUDE SANTA MARIA;3201506;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201506
2448521;FUND SOCIAL RURAL DE COLATINA;HOSPITAL SAO JOSE;3201506;Hospital;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201506
2465833;FUNDACAO BENEFICENTE RIO DOCE;HOSPITAL RIO DOCE;3203205;Hospital;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203205
2465833;FUNDACAO BENEFICENTE RIO DOCE;HOSPITAL RIO DOCE;3203205;Hospital;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203205
2546906;MUNCIIPIO DE SANTA LEOPOLDINA;UNIDADE BASICA ESF ELIZETE MARIA CALOT KRUGER;3204500;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204500
2546906;MUNCIIPIO DE SANTA LEOPOLDINA;UNIDADE BASICA ESF ELIZETE MARIA CALOT KRUGER;3204500;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204500
2403595;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DE TIJUCO PRETO;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403595;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DE TIJUCO PRETO;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403609;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DE SAO RAFAEL;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403609;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DE SAO RAFAEL;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403129;MUNICIPIO DE DOMINGOS MARTINS;CENTRO MUNICIPAL DE SAUDE DR HUMBERTO SALEME DO VALLE;3201902;Centro de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403129;MUNICIPIO DE DOMINGOS MARTINS;CENTRO MUNICIPAL DE SAUDE DR HUMBERTO SALEME DO VALLE;3201902;Centro de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2546760;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE ADOLPHO PIZZOL;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2546760;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE ADOLPHO PIZZOL;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2522713;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DE BIRIRICAS;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2522713;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DE BIRIRICAS;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403420;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DE MELGACO;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403420;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DE MELGACO;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2522721;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE JARDEL HAESE;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2522721;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE JARDEL HAESE;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403439;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DA FAMILIA DE PARAJU;3201902;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403439;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DA FAMILIA DE PARAJU;3201902;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403544;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DE PONTO ALTO;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403544;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DE PONTO ALTO;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403560;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DA FAMILIA DE PEDRA AZUL;3201902;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403560;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE DA FAMILIA DE PEDRA AZUL;3201902;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2403579;MUNICIPIO DE DOMINGOS MARTINS;UNIDADE DE SAUDE LEONOR GOMES CAMPOS;3201902;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201902
2449153;MUNICIPIO DE LARANJA DA TERRA;UBS DE SOBREIRO;3203163;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203163
2449153;MUNICIPIO DE LARANJA DA TERRA;UBS DE SOBREIRO;3203163;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203163
2449188;MUNICIPIO DE LARANJA DA TERRA;UBS DA VILA;3203163;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203163
2449188;MUNICIPIO DE LARANJA DA TERRA;UBS DA VILA;3203163;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203163
7199961;MUNICIPIO DE LARANJA DA TERRA;UBS DA SEDE;3203163;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203163
7199961;MUNICIPIO DE LARANJA DA TERRA;UBS DA SEDE;3203163;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203163
2449137;MUNICIPIO DE LARANJA DA TERRA;UBS DE JOATUBA;3203163;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203163
2449137;MUNICIPIO DE LARANJA DA TERRA;UBS DE JOATUBA;3203163;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203163
2486083;MUNICIPIO DE SANTA LEOPOLDINA;UNIDADE BASICA ESF TIROL;3204500;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204500
2522748;MUNICIPIO DE SANTA LEOPOLDINA;UNIDADE BASICA ESF SEDE;3204500;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204500
2522748;MUNICIPIO DE SANTA LEOPOLDINA;UNIDADE BASICA ESF SEDE;3204500;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204500
2522756;MUNICIPIO DE SANTA LEOPOLDINA;UNIDADE BASICA ESF CHAVES;3204500;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204500
2522764;MUNICIPIO DE SANTA LEOPOLDINA;UNIDADE BASICA ESF RIO DAS FARINHAS;3204500;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204500
9697500;MUNICIPIO DE SANTA LEOPOLDINA;UNIDADE BASICA DE SAUDE DR HELIOMAR CARPANINI GOBBO;3204500;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204500
9697500;MUNICIPIO DE SANTA LEOPOLDINA;UNIDADE BASICA DE SAUDE DR HELIOMAR CARPANINI GOBBO;3204500;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204500
9991034;PREEITURA MUNICIPAL DE PANCAS;UNIDADE DE SAUDE DA FAMILIA DIONYSIO LOURENCO LUCHI;3204005;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3204005
2486016;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE CARAPEBUS;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2486016;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE CARAPEBUS;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2465795;PREFEITURA MUNICIPAL DA SERRA;UNIDADE REGIONAL DE SAUDE SERRA;3205002;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2465795;PREFEITURA MUNICIPAL DA SERRA;UNIDADE REGIONAL DE SAUDE SERRA;3205002;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2546949;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE PORTO CANOA;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2546949;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE PORTO CANOA;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522888;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE SAO MARCOS;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522888;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE REGINA DORCELINA DE JESUS;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2486024;PREFEITURA MUNICIPAL DA SERRA;ESF DE CARAPINA GRANDE;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2486024;PREFEITURA MUNICIPAL DA SERRA;ESF DE CARAPINA GRANDE;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522896;PREFEITURA MUNICIPAL DA SERRA;ESF DE OCEANIA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522896;PREFEITURA MUNICIPAL DA SERRA;ESF DE OCEANIA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2486032;PREFEITURA MUNICIPAL DA SERRA;ESF CHACARA PARREIRAL;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2486032;PREFEITURA MUNICIPAL DA SERRA;ESF CHACARA PARREIRAL;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2546965;PREFEITURA MUNICIPAL DA SERRA;ESF DE BAIRRO DE FATIMA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2546965;PREFEITURA MUNICIPAL DA SERRA;ESF DE BAIRRO DE FATIMA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2486040;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE ELDORADO;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2486040;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE ELDORADO;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522918;PREFEITURA MUNICIPAL DA SERRA;ESF DE BOA VISTA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522918;PREFEITURA MUNICIPAL DA SERRA;ESF DE BOA VISTA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
5387582;PREFEITURA MUNICIPAL DA SERRA;UPA 24 HORAS CARAPINA FRANCISCA MARIA PIMENTEL;3205002;Pronto Atendimento;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522950;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE VISTA DA SERRA;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522950;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE VISTA DA SERRA;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
9958762;PREFEITURA MUNICIPAL DA SERRA;UPA 24 HORAS CASTELANDIA DR FERNANDO INACIO SANTORIO;3205002;Pronto Atendimento;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499436;PREFEITURA MUNICIPAL DA SERRA;UNIDADE REGIONAL DE SAUDE PEDRO FEU ROSA;3205002;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499436;PREFEITURA MUNICIPAL DA SERRA;UNIDADE REGIONAL DE SAUDE PEDRO FEU ROSA;3205002;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
3942252;PREFEITURA MUNICIPAL DA SERRA;ESF DE NOVA CARAPINA II;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
3942252;PREFEITURA MUNICIPAL DA SERRA;ESF DE NOVA CARAPINA II;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499444;PREFEITURA MUNICIPAL DA SERRA;ESF DE JARDIM TROPICAL;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499444;PREFEITURA MUNICIPAL DA SERRA;ESF DE JARDIM TROPICAL;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499452;PREFEITURA MUNICIPAL DA SERRA;ESF DE LARANJEIRAS VELHA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499452;PREFEITURA MUNICIPAL DA SERRA;ESF DE LARANJEIRAS VELHA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499460;PREFEITURA MUNICIPAL DA SERRA;ESF DE MANGUINHOS;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499460;PREFEITURA MUNICIPAL DA SERRA;ESF DE MANGUINHOS;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485907;PREFEITURA MUNICIPAL DA SERRA;ESF DE CIDADE CONTINENTAL;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485907;PREFEITURA MUNICIPAL DA SERRA;ESF DE CIDADE CONTINENTAL;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522772;PREFEITURA MUNICIPAL DA SERRA;ESF DE JOSE DE ANCHIETA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522772;PREFEITURA MUNICIPAL DA SERRA;ESF DE JOSE DE ANCHIETA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499479;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE NOVA ALMEIDA;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499479;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE NOVA ALMEIDA;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
6206107;PREFEITURA MUNICIPAL DA SERRA;ESF DE PLANALTO SERRANO BLOCO B;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
6206107;PREFEITURA MUNICIPAL DA SERRA;ESF DE PLANALTO SERRANO BLOCO B;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485915;PREFEITURA MUNICIPAL DA SERRA;ESF DE CAMPINHO DA SERRA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485915;PREFEITURA MUNICIPAL DA SERRA;ESF DE CAMPINHO DA SERRA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522780;PREFEITURA MUNICIPAL DA SERRA;UNIDADE REGIONAL DE SAUDE DE JACARAIPE;3205002;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522780;PREFEITURA MUNICIPAL DA SERRA;UNIDADE REGIONAL DE SAUDE DE JACARAIPE;3205002;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499487;PREFEITURA MUNICIPAL DA SERRA;ESF DE NOVA CARAPINA I;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499487;PREFEITURA MUNICIPAL DA SERRA;ESF DE NOVA CARAPINA I;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499495;PREFEITURA MUNICIPAL DA SERRA;ESF DE PITANGA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499495;PREFEITURA MUNICIPAL DA SERRA;ESF DE PITANGA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522799;PREFEITURA MUNICIPAL DA SERRA;ESF DE TAQUARA I;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522799;PREFEITURA MUNICIPAL DA SERRA;ESF DE TAQUARA I;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522802;PREFEITURA MUNICIPAL DA SERRA;ESF DE TAQUARA II;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522802;PREFEITURA MUNICIPAL DA SERRA;ESF DE TAQUARA II;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499509;PREFEITURA MUNICIPAL DA SERRA;ESF DE PLANALTO SERRANO BLOCO A;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2499509;PREFEITURA MUNICIPAL DA SERRA;ESF DE PLANALTO SERRANO BLOCO A;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522810;PREFEITURA MUNICIPAL DA SERRA;ESF DE SAO DIOGO;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522810;PREFEITURA MUNICIPAL DA SERRA;ESF DE SAO DIOGO;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485958;PREFEITURA MUNICIPAL DA SERRA;UPA 24 HORAS SERRA OSCARINA MIRANDA BORGES;3205002;Pronto Atendimento;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485958;PREFEITURA MUNICIPAL DA SERRA;UPA 24 HORAS SERRA OSCARINA MIRANDA BORGES;3205002;Pronto Atendimento;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522829;PREFEITURA MUNICIPAL DA SERRA;UNIDADE REGIONAL DE SAUDE NOVO HORIZONTE;3205002;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522829;PREFEITURA MUNICIPAL DA SERRA;UNIDADE REGIONAL DE SAUDE NOVO HORIZONTE;3205002;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485966;PREFEITURA MUNICIPAL DA SERRA;HOSPITAL MUNICIPAL MATERNO INFANTIL;3205002;Hospital;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522837;PREFEITURA MUNICIPAL DA SERRA;ESF PARQUE RES LARANJEIRAS;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522837;PREFEITURA MUNICIPAL DA SERRA;ESF PARQUE RES LARANJEIRAS;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485974;PREFEITURA MUNICIPAL DA SERRA;ESF DE ANDRE CARLONI;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485974;PREFEITURA MUNICIPAL DA SERRA;ESF DE ANDRE CARLONI;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
3467996;PREFEITURA MUNICIPAL DA SERRA;ESF DE JARDIM CARAPINA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
3467996;PREFEITURA MUNICIPAL DA SERRA;ESF DE JARDIM CARAPINA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522845;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE VILA NOVA DE COLARES;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522845;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE VILA NOVA DE COLARES;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485982;PREFEITURA MUNICIPAL DA SERRA;ESF DE CENTRAL CARAPINA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485982;PREFEITURA MUNICIPAL DA SERRA;ESF DE CENTRAL CARAPINA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522853;PREFEITURA MUNICIPAL DA SERRA;UNIDADE REGIONAL DE SAUDE SERRA DOURADA;3205002;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522853;PREFEITURA MUNICIPAL DA SERRA;UNIDADE REGIONAL DE SAUDE SERRA DOURADA;3205002;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485990;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE BARCELONA;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2485990;PREFEITURA MUNICIPAL DA SERRA;UNIDADE BASICA DE SAUDE BARCELONA;3205002;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522861;PREFEITURA MUNICIPAL DA SERRA;ESF DE MANOEL PLAZA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2522861;PREFEITURA MUNICIPAL DA SERRA;ESF DE MANOEL PLAZA;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
6057454;PREFEITURA MUNICIPAL DA SERRA;CENTRO DE ESPECIALIDADES ODONTOLOGICAS;3205002;Centro de Especialidades Odontológicas;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2486008;PREFEITURA MUNICIPAL DA SERRA;ESF DE BARRO BRANCO;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
2486008;PREFEITURA MUNICIPAL DA SERRA;ESF DE BARRO BRANCO;3205002;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205002
3092887;PREFEITURA MUNICIPAL DE IRUPI;UNIDADE BASICA DE SAUDE DA FAMILIA SAO JOSE MISTA;3202652;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202652
3092887;PREFEITURA MUNICIPAL DE IRUPI;UNIDADE BASICA DE SAUDE DA FAMILIA SAO JOSE MISTA;3202652;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202652
3092933;PREFEITURA MUNICIPAL DE IRUPI;UNIDADE BASICA DE SAUDE DA FAMILIA DE SANTA CRUZ MISTA;3202652;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202652
3092933;PREFEITURA MUNICIPAL DE IRUPI;UNIDADE BASICA DE SAUDE DA FAMILIA DE SANTA CRUZ MISTA;3202652;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202652
3092968;PREFEITURA MUNICIPAL DE IRUPI;UNIDADE BASICA DE SAUDE DA FAMILIA DE SANTA ROSA MISTA;3202652;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202652
